name,region,hemisphere,tissue,Y
1485,44,right,gray,RG
1486,44,right,gray,RG
1487,70,right,gray,RG
1494,44,right,white,RW
1495,44,right,gray,RG
1496,44,right,gray,RG
1497,44,right,gray,RG
1498,9,left,white,LW
1499,9,left,white,LW
1500,9,left,gray,LG
1501,11,left,gray,LG
1502,46,right,gray,RG
1503,46,right,gray,RG
1504,44,right,gray,RG
1505,44,right,white,RW
1506,44,right,white,RW
1507,44,right,gray,RG
1508,44,right,gray,RG
1510,9,left,gray,LG
1511,9,left,white,LW
1512,11,left,white,LW
1513,11,left,gray,LG
1514,11,left,gray,LG
1515,11,left,gray,LG
1516,11,left,gray,LG
1517,11,left,gray,LG
1518,46,right,gray,RG
1519,46,right,gray,RG
1520,44,right,gray,RG
1521,44,right,gray,RG
1522,44,right,gray,RG
1523,44,right,gray,RG
1524,44,right,gray,RG
1525,44,right,gray,RG
1526,9,left,gray,LG
1527,9,left,white,LW
1528,11,left,gray,LG
1529,11,left,gray,LG
1530,11,left,gray,LG
1531,11,left,white,LW
1532,11,left,white,LW
1533,11,left,gray,LG
1534,46,right,gray,RG
1535,44,right,gray,RG
1536,44,right,gray,RG
1537,44,right,gray,RG
1538,44,right,gray,RG
1539,44,right,gray,RG
1540,44,right,gray,RG
1541,44,right,gray,RG
1543,9,left,gray,LG
1544,9,left,gray,LG
1545,11,left,white,LW
1546,11,left,white,LW
1547,11,left,white,LW
1548,11,left,gray,LG
1549,11,left,gray,LG
1550,11,left,gray,LG
1551,44,right,gray,RG
1554,11,left,gray,LG
1555,11,left,white,LW
1556,11,left,gray,LG
1557,11,left,gray,LG
1590,44,right,gray,RG
1609,9,left,gray,LG
1610,9,left,gray,LG
1613,44,right,gray,RG
1614,44,right,gray,RG
1615,44,right,gray,RG
1636,9,left,gray,LG
2102,70,right,gray,RG
2106,35,left,gray,LG
2109,46,right,gray,RG
2110,44,right,gray,RG
2115,35,left,gray,LG
2116,35,left,gray,LG
2117,35,left,gray,LG
2118,35,left,white,LW
2120,35,left,gray,LG
2126,44,right,gray,RG
2129,70,right,white,RW
2130,70,right,gray,RG
2133,35,left,gray,LG
2134,35,left,gray,LG
2135,35,left,gray,LG
2137,35,left,white,LW
2138,35,left,gray,LG
2151,70,right,gray,RG
2152,70,right,white,RW
2155,35,left,gray,LG
2156,9,left,gray,LG
2157,9,left,gray,LG
2166,46,right,gray,RG
2167,46,right,gray,RG
2170,44,right,white,RW
2171,44,right,gray,RG
2172,44,right,gray,RG
2173,44,right,gray,RG
2174,70,right,gray,RG
2175,70,right,gray,RG
2177,9,left,gray,LG
2178,9,left,gray,LG
2179,9,left,gray,LG
2180,9,left,white,LW
2181,9,left,white,LW
2182,11,left,gray,LG
2183,11,left,gray,LG
2184,11,left,white,LW
2185,11,left,gray,LG
2186,11,left,gray,LG
2187,11,left,gray,LG
2189,46,right,gray,RG
2190,46,right,gray,RG
2191,46,right,gray,RG
2192,44,right,gray,RG
2193,44,right,white,RW
2194,44,right,white,RW
2195,44,right,gray,RG
2196,44,right,gray,RG
2197,44,right,gray,RG
2198,43,right,gray,RG
2199,43,right,gray,RG
2201,9,left,gray,LG
2202,9,left,gray,LG
2203,9,left,gray,LG
2204,9,left,white,LW
2205,11,left,white,LW
2206,11,left,gray,LG
2207,11,left,gray,LG
2208,11,left,white,LW
2209,11,left,gray,LG
2210,11,left,gray,LG
2211,11,left,gray,LG
2212,46,right,gray,RG
2213,46,right,gray,RG
2214,46,right,gray,RG
2215,46,right,gray,RG
2216,44,right,gray,RG
2217,44,right,gray,RG
2218,44,right,gray,RG
2219,44,right,white,RW
2220,44,right,white,RW
2221,44,right,gray,RG
2222,44,right,gray,RG
2223,44,right,gray,RG
2224,43,right,gray,RG
2227,9,left,gray,LG
2228,9,left,gray,LG
2229,9,left,white,LW
2230,11,left,white,LW
2231,11,left,gray,LG
2232,11,left,white,LW
2233,11,left,white,LW
2234,11,left,gray,LG
2237,46,right,gray,RG
2238,46,right,gray,RG
2239,46,right,gray,RG
2240,44,right,gray,RG
2241,44,right,gray,RG
2242,44,right,gray,RG
2243,44,right,gray,RG
2244,44,right,gray,RG
2245,44,right,gray,RG
2246,44,right,gray,RG
2251,9,left,gray,LG
2252,9,left,gray,LG
2253,11,left,gray,LG
2254,11,left,white,LW
2255,11,left,gray,LG
2256,11,left,white,LW
2257,11,left,gray,LG
2258,11,left,gray,LG
2261,46,right,gray,RG
2262,44,right,gray,RG
2263,44,right,gray,RG
2264,44,right,gray,RG
2265,44,right,gray,RG
2266,44,right,gray,RG
2267,44,right,gray,RG
2268,44,right,gray,RG
2272,9,left,gray,LG
2273,9,left,gray,LG
2274,9,left,gray,LG
2275,11,left,white,LW
2276,11,left,gray,LG
2277,11,left,white,LW
2278,11,left,gray,LG
2279,11,left,gray,LG
2280,11,left,gray,LG
2281,46,right,gray,RG
2282,44,right,gray,RG
2283,44,right,gray,RG
2285,44,right,gray,RG
2286,9,left,gray,LG
2287,9,left,gray,LG
2288,9,left,gray,LG
2289,9,left,gray,LG
2291,11,left,gray,LG
2292,11,left,gray,LG
2293,11,left,gray,LG
2294,9,left,gray,LG
2346,8,left,gray,LG
2353,44,right,gray,RG
2354,44,right,gray,RG
2355,53,right,white,RW
2356,53,right,gray,RG
2369,8,left,gray,LG
2370,8,left,gray,LG
2371,9,left,gray,LG
2372,9,left,gray,LG
2373,9,left,gray,LG
2376,46,right,gray,RG
2377,44,right,gray,RG
2378,44,right,gray,RG
2379,44,right,gray,RG
2380,44,right,gray,RG
2381,44,right,gray,RG
2398,9,left,gray,LG
2399,9,left,gray,LG
2400,9,left,gray,LG
2401,9,left,gray,LG
2402,9,left,gray,LG
2403,11,left,gray,LG
2408,46,right,gray,RG
2409,44,right,gray,RG
2410,44,right,gray,RG
2411,44,right,gray,RG
2412,44,right,gray,RG
2430,9,left,white,LW
2431,9,left,gray,LG
2432,9,left,gray,LG
2433,9,left,gray,LG
2434,9,left,gray,LG
2435,11,left,gray,LG
2442,44,right,gray,RG
2443,44,right,gray,RG
2444,44,right,white,RW
2466,9,left,white,LW
2467,9,left,gray,LG
2468,9,left,gray,LG
2501,9,left,white,LW
2502,9,left,gray,LG
2503,9,left,gray,LG
2540,11,left,gray,LG
2583,44,right,gray,RG
2904,70,right,gray,RG
2908,52,right,gray,RG
2909,70,right,gray,RG
2912,70,right,gray,RG
2913,70,right,gray,RG
2914,70,right,gray,RG
2917,35,left,gray,LG
2919,35,left,gray,LG
2923,52,right,gray,RG
2924,52,right,gray,RG
2926,70,right,gray,RG
2927,70,right,gray,RG
2934,35,left,gray,LG
2935,35,left,gray,LG
2936,35,left,gray,LG
2937,35,left,gray,LG
2938,35,left,gray,LG
2939,35,left,gray,LG
2942,52,right,gray,RG
2943,52,right,gray,RG
2945,46,right,gray,RG
2946,70,right,gray,RG
2953,35,left,white,LW
2954,35,left,white,LW
2955,35,left,gray,LG
2956,35,left,gray,LG
2957,35,left,gray,LG
2958,35,left,white,LW
2965,52,right,gray,RG
2966,52,right,gray,RG
2967,46,right,gray,RG
2968,46,right,gray,RG
2975,35,left,gray,LG
2976,35,left,gray,LG
2977,35,left,white,LW
2978,35,left,white,LW
2980,35,left,white,LW
2981,35,left,gray,LG
2982,35,left,gray,LG
2989,52,right,gray,RG
2999,35,left,gray,LG
3000,8,left,gray,LG
3001,8,left,white,LW
3002,8,left,gray,LG
3003,9,left,white,LW
3004,35,left,gray,LG
3005,35,left,gray,LG
3006,11,left,gray,LG
3012,46,right,gray,RG
3013,46,right,gray,RG
3014,46,right,gray,RG
3015,46,right,white,RW
3018,46,right,white,RW
3019,44,right,gray,RG
3021,44,right,gray,RG
3023,43,right,gray,RG
3025,8,left,gray,LG
3026,8,left,gray,LG
3027,8,left,gray,LG
3028,9,left,gray,LG
3029,9,left,gray,LG
3034,11,left,white,LW
3035,11,left,white,LW
3036,17,left,gray,LG
3037,17,left,gray,LG
3038,46,right,gray,RG
3039,46,right,gray,RG
3040,46,right,gray,RG
3041,46,right,white,RW
3043,46,right,white,RW
3044,44,right,white,RW
3045,44,right,gray,RG
3047,44,right,gray,RG
3048,44,right,gray,RG
3049,43,right,gray,RG
3050,43,right,gray,RG
3054,8,left,gray,LG
3055,8,left,gray,LG
3056,9,left,gray,LG
3057,9,left,gray,LG
3058,9,left,gray,LG
3059,9,left,white,LW
3060,11,left,gray,LG
3061,11,left,white,LW
3062,11,left,white,LW
3063,11,left,gray,LG
3064,11,left,gray,LG
3065,11,left,gray,LG
3066,11,left,gray,LG
3067,46,right,gray,RG
3068,46,right,gray,RG
3069,46,right,gray,RG
3070,46,right,gray,RG
3071,46,right,gray,RG
3074,44,right,gray,RG
3075,44,right,white,RW
3076,44,right,gray,RG
3077,44,right,gray,RG
3078,44,right,gray,RG
3079,44,right,gray,RG
3080,43,right,gray,RG
3084,8,left,gray,LG
3085,8,left,gray,LG
3086,9,left,gray,LG
3087,9,left,gray,LG
3088,9,left,gray,LG
3089,9,left,gray,LG
3090,9,left,white,LW
3091,9,left,white,LW
3092,11,left,white,LW
3093,11,left,gray,LG
3095,11,left,gray,LG
3099,46,right,gray,RG
3100,46,right,gray,RG
3101,46,right,gray,RG
3102,46,right,gray,RG
3103,44,right,gray,RG
3104,44,right,gray,RG
3105,44,right,gray,RG
3106,44,right,white,RW
3107,44,right,white,RW
3108,44,right,gray,RG
3119,9,left,gray,LG
3120,9,left,gray,LG
3121,9,left,white,LW
3122,11,left,white,LW
3123,11,left,gray,LG
3124,11,left,gray,LG
3125,11,left,gray,LG
3126,11,left,gray,LG
3127,11,left,gray,LG
3128,11,left,gray,LG
3130,46,right,gray,RG
3131,46,right,gray,RG
3132,46,right,gray,RG
3133,46,right,gray,RG
3134,46,right,gray,RG
3135,44,right,gray,RG
3136,44,right,white,RW
3137,44,right,gray,RG
3138,44,right,gray,RG
3139,44,right,gray,RG
3140,44,right,gray,RG
3150,9,left,gray,LG
3151,9,left,gray,LG
3152,9,left,gray,LG
3153,9,left,white,LW
3154,11,left,white,LW
3155,11,left,white,LW
3156,11,left,gray,LG
3157,11,left,gray,LG
3158,11,left,gray,LG
3159,11,left,gray,LG
3160,11,left,gray,LG
3161,46,right,gray,RG
3162,46,right,gray,RG
3163,46,right,gray,RG
3164,46,right,gray,RG
3165,46,right,gray,RG
3166,46,right,gray,RG
3167,44,right,gray,RG
3168,44,right,gray,RG
3169,44,right,gray,RG
3170,44,right,gray,RG
3171,44,right,gray,RG
3172,44,right,gray,RG
3176,9,left,gray,LG
3177,9,left,gray,LG
3178,9,left,gray,LG
3179,9,left,white,LW
3180,9,left,white,LW
3181,11,left,white,LW
3182,11,left,gray,LG
3183,11,left,gray,LG
3184,11,left,gray,LG
3185,11,left,gray,LG
3186,11,left,gray,LG
3187,11,left,gray,LG
3198,9,left,gray,LG
3199,9,left,gray,LG
3200,9,left,white,LW
3201,11,left,white,LW
3204,11,left,gray,LG
3205,11,left,gray,LG
3226,43,right,white,RW
3235,43,right,white,RW
3261,53,right,gray,RG
3284,53,right,gray,RG
3295,18,left,white,LW
3296,18,left,gray,LG
3306,44,right,gray,RG
3307,44,right,gray,RG
3308,44,right,gray,RG
3310,44,right,gray,RG
3311,44,right,white,RW
3324,18,left,white,LW
3325,9,left,gray,LG
3329,9,left,gray,LG
3330,9,left,gray,LG
3337,46,right,gray,RG
3338,46,right,gray,RG
3339,44,right,gray,RG
3340,44,right,gray,RG
3341,44,right,gray,RG
3342,44,right,gray,RG
3343,44,right,white,RW
3358,9,left,white,LW
3359,9,left,white,LW
3360,9,left,white,LW
3361,9,left,gray,LG
3362,9,left,gray,LG
3363,9,left,gray,LG
3372,44,right,gray,RG
3373,44,right,gray,RG
3374,44,right,gray,RG
3375,44,right,gray,RG
3376,44,right,white,RW
3377,44,right,white,RW
3394,9,left,white,LW
3395,9,left,white,LW
3396,9,left,white,LW
3397,9,left,gray,LG
3398,9,left,gray,LG
3399,9,left,gray,LG
3400,9,left,gray,LG
3401,11,left,gray,LG
3402,11,left,gray,LG
3403,11,left,gray,LG
3407,44,right,gray,RG
3408,44,right,gray,RG
3409,44,right,white,RW
3410,44,right,white,RW
3411,44,right,white,RW
3412,44,right,white,RW
3431,9,left,white,LW
3432,9,left,white,LW
3433,9,left,white,LW
3434,9,left,gray,LG
3435,9,left,gray,LG
3436,11,left,gray,LG
3438,11,left,gray,LG
3439,11,left,gray,LG
3443,44,right,gray,RG
3444,44,right,gray,RG
3445,44,right,white,RW
3446,44,right,white,RW
3447,44,right,white,RW
3468,9,left,white,LW
3470,9,left,gray,LG
3471,9,left,gray,LG
3472,11,left,gray,LG
3473,11,left,gray,LG
3474,11,left,gray,LG
3475,11,left,gray,LG
3480,44,right,gray,RG
3481,44,right,gray,RG
3482,44,right,gray,RG
3483,44,right,white,RW
3484,44,right,white,RW
3506,9,left,gray,LG
3507,9,left,gray,LG
3508,9,left,gray,LG
3509,11,left,gray,LG
3511,11,left,gray,LG
3518,44,right,gray,RG
3519,44,right,gray,RG
3545,9,left,gray,LG
3546,9,left,gray,LG
3556,44,right,gray,RG
3592,44,right,gray,RG
3864,67,right,gray,RG
3865,70,right,gray,RG
3867,70,right,gray,RG
3868,70,right,gray,RG
3869,70,right,gray,RG
3878,52,right,gray,RG
3879,52,right,gray,RG
3880,70,right,gray,RG
3881,70,right,white,RW
3882,70,right,gray,RG
3883,70,right,gray,RG
3884,70,right,gray,RG
3886,70,right,gray,RG
3887,35,left,gray,LG
3888,35,left,gray,LG
3890,35,left,gray,LG
3891,35,left,gray,LG
3892,35,left,gray,LG
3897,52,right,gray,RG
3898,52,right,white,RW
3899,70,right,white,RW
3900,70,right,white,RW
3901,70,right,gray,RG
3902,70,right,gray,RG
3903,70,right,white,RW
3905,70,right,gray,RG
3906,70,right,gray,RG
3908,35,left,gray,LG
3909,35,left,gray,LG
3911,35,left,gray,LG
3912,35,left,gray,LG
3913,35,left,gray,LG
3914,35,left,gray,LG
3915,35,left,gray,LG
3916,17,left,gray,LG
3921,52,right,gray,RG
3922,52,right,white,RW
3923,46,right,white,RW
3924,46,right,gray,RG
3925,70,right,gray,RG
3926,70,right,gray,RG
3927,70,right,gray,RG
3933,35,left,gray,LG
3934,35,left,white,LW
3937,35,left,gray,LG
3938,35,left,gray,LG
3940,35,left,gray,LG
3941,17,left,gray,LG
3947,52,right,gray,RG
3948,46,right,white,RW
3949,46,right,gray,RG
3950,46,right,gray,RG
3952,70,right,white,RW
3953,70,right,white,RW
3954,70,right,gray,RG
3958,35,left,gray,LG
3959,35,left,gray,LG
3960,35,left,gray,LG
3961,35,left,white,LW
3963,35,left,white,LW
3964,35,left,white,LW
3965,35,left,white,LW
3966,35,left,gray,LG
3967,35,left,gray,LG
3968,17,left,gray,LG
3974,52,right,gray,RG
3975,46,right,white,RW
3980,43,right,white,RW
3981,70,right,gray,RG
3986,35,left,gray,LG
3987,35,left,gray,LG
3988,35,left,gray,LG
3989,8,left,white,LW
3990,8,left,white,LW
3991,9,left,white,LW
3992,35,left,gray,LG
3993,11,left,gray,LG
3994,11,left,gray,LG
3996,17,left,gray,LG
3997,17,left,gray,LG
3999,52,right,gray,RG
4000,52,right,gray,RG
4002,46,right,gray,RG
4003,46,right,white,RW
4004,46,right,gray,RG
4005,46,right,white,RW
4010,43,right,gray,RG
4011,43,right,gray,RG
4016,8,left,gray,LG
4017,8,left,white,LW
4018,8,left,gray,LG
4019,9,left,gray,LG
4020,9,left,white,LW
4021,11,left,white,LW
4025,17,left,gray,LG
4028,46,right,gray,RG
4029,46,right,gray,RG
4030,46,right,gray,RG
4031,46,right,gray,RG
4032,46,right,gray,RG
4034,44,right,white,RW
4035,44,right,white,RW
4038,44,right,gray,RG
4039,43,right,gray,RG
4040,43,right,gray,RG
4044,8,left,gray,LG
4047,8,left,gray,LG
4048,8,left,gray,LG
4049,8,left,gray,LG
4050,9,left,gray,LG
4051,9,left,gray,LG
4052,11,left,white,LW
4053,11,left,white,LW
4055,11,left,white,LW
4056,11,left,white,LW
4060,46,right,gray,RG
4061,46,right,gray,RG
4062,46,right,gray,RG
4063,46,right,gray,RG
4064,46,right,white,RW
4066,44,right,gray,RG
4067,44,right,white,RW
4068,44,right,gray,RG
4070,44,right,gray,RG
4071,43,right,gray,RG
4072,43,right,gray,RG
4076,8,left,gray,LG
4077,8,left,gray,LG
4079,8,left,gray,LG
4080,8,left,gray,LG
4081,9,left,gray,LG
4082,9,left,gray,LG
4083,9,left,gray,LG
4084,9,left,white,LW
4085,11,left,white,LW
4086,11,left,gray,LG
4087,11,left,gray,LG
4088,11,left,gray,LG
4089,11,left,gray,LG
4090,11,left,gray,LG
4091,11,left,gray,LG
4092,46,right,gray,RG
4093,46,right,gray,RG
4094,46,right,gray,RG
4095,46,right,gray,RG
4096,46,right,gray,RG
4097,46,right,gray,RG
4098,44,right,gray,RG
4099,44,right,gray,RG
4100,44,right,white,RW
4101,44,right,gray,RG
4102,44,right,gray,RG
4103,44,right,gray,RG
4111,8,left,gray,LG
4112,8,left,white,LW
4113,8,left,gray,LG
4115,9,left,gray,LG
4116,9,left,gray,LG
4117,9,left,gray,LG
4118,9,left,gray,LG
4119,9,left,gray,LG
4120,11,left,white,LW
4121,11,left,gray,LG
4122,11,left,gray,LG
4123,11,left,gray,LG
4124,11,left,gray,LG
4125,11,left,gray,LG
4126,11,left,gray,LG
4128,46,right,gray,RG
4129,46,right,gray,RG
4130,46,right,white,RW
4131,46,right,gray,RG
4132,46,right,gray,RG
4133,44,right,gray,RG
4134,44,right,white,RW
4135,44,right,gray,RG
4136,44,right,white,RW
4138,44,right,gray,RG
4139,44,right,gray,RG
4149,8,left,gray,LG
4150,8,left,gray,LG
4153,9,left,gray,LG
4154,9,left,gray,LG
4155,9,left,gray,LG
4156,9,left,white,LW
4157,11,left,white,LW
4158,11,left,white,LW
4159,11,left,white,LW
4160,11,left,white,LW
4161,11,left,gray,LG
4162,11,left,gray,LG
4163,11,left,gray,LG
4164,11,left,gray,LG
4166,46,right,gray,RG
4167,46,right,gray,RG
4168,46,right,white,RW
4169,46,right,gray,RG
4170,46,right,white,RW
4171,46,right,white,RW
4173,44,right,gray,RG
4174,44,right,gray,RG
4175,44,right,gray,RG
4176,44,right,gray,RG
4177,44,right,gray,RG
4183,8,left,gray,LG
4184,8,left,gray,LG
4186,9,left,gray,LG
4187,9,left,gray,LG
4188,9,left,gray,LG
4189,9,left,gray,LG
4190,11,left,gray,LG
4191,11,left,gray,LG
4192,11,left,gray,LG
4193,11,left,white,LW
4194,11,left,gray,LG
4195,11,left,gray,LG
4196,11,left,gray,LG
4199,46,right,gray,RG
4200,46,right,gray,RG
4201,46,right,gray,RG
4204,44,right,gray,RG
4205,44,right,gray,RG
4217,8,left,gray,LG
4218,9,left,gray,LG
4219,9,left,gray,LG
4220,9,left,gray,LG
4221,11,left,gray,LG
4222,11,left,gray,LG
4223,11,left,gray,LG
4224,11,left,gray,LG
4225,11,left,gray,LG
4226,11,left,gray,LG
4227,11,left,gray,LG
4243,43,right,white,RW
4244,43,right,white,RW
4247,8,left,white,LW
4248,8,left,white,LW
4253,43,right,white,RW
4254,43,right,white,RW
4259,8,left,white,LW
4267,53,right,white,RW
4274,8,left,white,LW
4283,53,right,white,RW
4291,8,left,white,LW
4292,18,left,white,LW
4302,53,right,white,RW
4303,53,right,white,RW
4312,18,left,white,LW
4313,18,left,white,LW
4316,8,left,gray,LG
4317,9,left,gray,LG
4321,44,right,gray,RG
4322,44,right,gray,RG
4323,44,right,gray,RG
4324,44,right,gray,RG
4325,53,right,white,RW
4326,53,right,white,RW
4337,18,left,white,LW
4338,18,left,white,LW
4339,9,left,gray,LG
4340,9,left,gray,LG
4341,9,left,gray,LG
4342,9,left,gray,LG
4350,44,right,gray,RG
4351,44,right,gray,RG
4352,44,right,gray,RG
4353,44,right,white,RW
4354,44,right,white,RW
4367,9,left,white,LW
4368,9,left,white,LW
4369,9,left,gray,LG
4370,9,left,gray,LG
4371,9,left,gray,LG
4381,46,right,gray,RG
4382,44,right,gray,RG
4383,44,right,gray,RG
4384,44,right,gray,RG
4385,44,right,gray,RG
4386,44,right,white,RW
4387,44,right,white,RW
4388,44,right,white,RW
4401,9,left,white,LW
4402,9,left,white,LW
4403,9,left,white,LW
4404,9,left,gray,LG
4405,9,left,gray,LG
4406,9,left,gray,LG
4407,9,left,gray,LG
4408,9,left,gray,LG
4409,9,left,gray,LG
4413,46,right,gray,RG
4414,46,right,gray,RG
4415,46,right,gray,RG
4416,44,right,gray,RG
4417,44,right,gray,RG
4418,44,right,white,RW
4419,44,right,white,RW
4420,44,right,white,RW
4421,44,right,white,RW
4422,44,right,white,RW
4437,9,left,white,LW
4438,9,left,white,LW
4439,9,left,white,LW
4440,9,left,white,LW
4441,9,left,gray,LG
4442,9,left,gray,LG
4443,9,left,gray,LG
4444,9,left,gray,LG
4445,11,left,gray,LG
4446,11,left,gray,LG
4447,11,left,gray,LG
4449,46,right,gray,RG
4450,46,right,gray,RG
4451,44,right,gray,RG
4452,44,right,white,RW
4453,44,right,white,RW
4454,44,right,white,RW
4455,44,right,white,RW
4456,44,right,white,RW
4457,44,right,white,RW
4458,44,right,white,RW
4474,9,left,white,LW
4475,9,left,white,LW
4476,9,left,white,LW
4477,9,left,white,LW
4478,9,left,white,LW
4479,9,left,white,LW
4480,9,left,white,LW
4481,11,left,gray,LG
4482,11,left,gray,LG
4485,46,right,gray,RG
4487,44,right,gray,RG
4488,44,right,gray,RG
4489,44,right,white,RW
4490,44,right,white,RW
4491,44,right,white,RW
4492,44,right,white,RW
4493,44,right,white,RW
4494,44,right,white,RW
4511,9,left,white,LW
4512,9,left,white,LW
4513,9,left,white,LW
4514,9,left,white,LW
4515,9,left,white,LW
4516,9,left,white,LW
4517,11,left,white,LW
4518,11,left,gray,LG
4519,11,left,gray,LG
4520,11,left,gray,LG
4523,46,right,gray,RG
4524,46,right,gray,RG
4526,44,right,gray,RG
4527,44,right,gray,RG
4528,44,right,white,RW
4529,44,right,white,RW
4530,44,right,white,RW
4531,44,right,white,RW
4532,44,right,white,RW
4550,9,left,white,LW
4551,9,left,white,LW
4552,9,left,white,LW
4553,9,left,white,LW
4554,9,left,white,LW
4555,9,left,gray,LG
4556,11,left,gray,LG
4557,11,left,gray,LG
4558,11,left,gray,LG
4561,46,right,gray,RG
4562,46,right,gray,RG
4564,44,right,gray,RG
4565,44,right,gray,RG
4566,44,right,gray,RG
4567,44,right,white,RW
4568,44,right,white,RW
4569,44,right,white,RW
4570,44,right,white,RW
4588,9,left,white,LW
4589,9,left,white,LW
4590,9,left,white,LW
4591,9,left,gray,LG
4592,9,left,gray,LG
4593,9,left,gray,LG
4594,11,left,gray,LG
4595,11,left,gray,LG
4596,11,left,gray,LG
4600,46,right,gray,RG
4603,44,right,gray,RG
4604,44,right,gray,RG
4605,44,right,gray,RG
4606,44,right,white,RW
4607,44,right,white,RW
4626,9,left,white,LW
4627,9,left,white,LW
4628,9,left,gray,LG
4629,9,left,gray,LG
4630,9,left,gray,LG
4631,9,left,gray,LG
4632,11,left,gray,LG
4633,11,left,gray,LG
4634,11,left,gray,LG
4641,44,right,gray,RG
4642,44,right,gray,RG
4643,44,right,gray,RG
4664,9,left,gray,LG
4665,9,left,gray,LG
4666,9,left,gray,LG
4670,11,left,gray,LG
4677,44,right,gray,RG
4678,44,right,gray,RG
4679,44,right,gray,RG
4701,9,left,gray,LG
4702,9,left,gray,LG
4703,9,left,gray,LG
4713,44,right,gray,RG
4714,44,right,gray,RG
4715,44,right,gray,RG
4716,44,right,gray,RG
4738,9,left,gray,LG
4773,9,left,gray,LG
4774,9,left,gray,LG
4861,9,left,gray,LG
4864,13,left,gray,LG
4865,13,left,gray,LG
4927,70,right,gray,RG
4931,70,right,gray,RG
4932,70,right,gray,RG
4934,70,right,gray,RG
4940,35,left,gray,LG
4941,35,left,gray,LG
4942,52,right,gray,RG
4943,70,right,gray,RG
4944,70,right,white,RW
4945,70,right,gray,RG
4946,70,right,gray,RG
4947,70,right,gray,RG
4948,70,right,gray,RG
4951,70,right,gray,RG
4952,35,left,gray,LG
4955,35,left,gray,LG
4956,35,left,gray,LG
4957,35,left,gray,LG
4959,52,right,gray,RG
4960,52,right,gray,RG
4961,70,right,white,RW
4962,67,right,white,RW
4963,70,right,white,RW
4964,70,right,gray,RG
4965,70,right,white,RW
4966,70,right,gray,RG
4967,70,right,gray,RG
4969,70,right,gray,RG
4972,35,left,gray,LG
4973,35,left,gray,LG
4974,35,left,gray,LG
4975,35,left,white,LW
4976,35,left,gray,LG
4977,35,left,gray,LG
4978,35,left,gray,LG
4980,35,left,gray,LG
4982,52,right,gray,RG
4984,52,right,white,RW
4985,52,right,white,RW
4986,52,right,white,RW
4987,70,right,white,RW
4988,70,right,white,RW
4989,70,right,white,RW
4990,70,right,gray,RG
4992,70,right,gray,RG
4996,35,left,gray,LG
4997,35,left,gray,LG
4998,35,left,white,LW
4999,35,left,white,LW
5000,35,left,gray,LG
5001,35,left,gray,LG
5002,35,left,gray,LG
5010,52,right,gray,RG
5011,52,right,white,RW
5012,46,right,white,RW
5013,46,right,white,RW
5014,46,right,gray,RG
5015,70,right,white,RW
5016,70,right,white,RW
5019,70,right,gray,RG
5023,35,left,gray,LG
5024,35,left,gray,LG
5026,35,left,white,LW
5027,35,left,gray,LG
5028,35,left,gray,LG
5029,35,left,gray,LG
5030,17,left,gray,LG
5031,17,left,gray,LG
5038,52,right,gray,RG
5039,46,right,white,RW
5040,46,right,white,RW
5041,46,right,gray,RG
5043,70,right,white,RW
5044,70,right,white,RW
5045,70,right,gray,RG
5047,70,right,gray,RG
5049,70,right,gray,RG
5050,35,left,gray,LG
5053,35,left,gray,LG
5054,35,left,gray,LG
5057,35,left,white,LW
5058,35,left,white,LW
5059,35,left,white,LW
5060,17,left,gray,LG
5061,17,left,white,LW
5070,46,right,white,RW
5074,70,right,white,RW
5075,43,right,white,RW
5076,43,right,gray,RG
5080,43,right,gray,RG
5081,35,left,gray,LG
5082,35,left,gray,LG
5085,35,left,gray,LG
5086,35,left,gray,LG
5088,8,left,white,LW
5089,35,left,white,LW
5090,11,left,white,LW
5091,11,left,gray,LG
5092,17,left,gray,LG
5093,17,left,gray,LG
5096,17,left,gray,LG
5099,52,right,gray,RG
5100,46,right,gray,RG
5101,46,right,gray,RG
5102,46,right,gray,RG
5103,46,right,white,RW
5104,46,right,white,RW
5106,43,right,gray,RG
5107,43,right,white,RW
5108,43,right,white,RW
5113,35,left,gray,LG
5118,8,left,white,LW
5120,9,left,white,LW
5121,11,left,white,LW
5122,11,left,gray,LG
5125,17,left,gray,LG
5126,17,left,gray,LG
5129,52,right,gray,RG
5131,46,right,white,RW
5132,46,right,gray,RG
5133,46,right,gray,RG
5134,46,right,white,RW
5135,44,right,white,RW
5136,44,right,white,RW
5138,43,right,gray,RG
5139,43,right,white,RW
5140,43,right,white,RW
5141,43,right,gray,RG
5145,8,left,gray,LG
5146,8,left,gray,LG
5149,8,left,gray,LG
5150,8,left,white,LW
5151,8,left,gray,LG
5152,9,left,gray,LG
5153,11,left,white,LW
5154,11,left,white,LW
5155,11,left,white,LW
5156,11,left,white,LW
5157,17,left,white,LW
5158,17,left,white,LW
5159,17,left,gray,LG
5160,17,left,gray,LG
5161,46,right,gray,RG
5162,46,right,gray,RG
5163,46,right,gray,RG
5164,46,right,white,RW
5165,46,right,white,RW
5166,46,right,white,RW
5167,44,right,white,RW
5168,44,right,white,RW
5169,44,right,white,RW
5171,44,right,gray,RG
5172,43,right,gray,RG
5173,43,right,gray,RG
5174,43,right,gray,RG
5178,8,left,white,LW
5181,8,left,gray,LG
5182,8,left,gray,LG
5183,8,left,gray,LG
5184,9,left,gray,LG
